source	target	relation
HGNC:9171	HGNC:4043	1
HGNC:16953	HGNC:9067	1
HGNC:9221	HGNC:14881	-1
HGNC:9232	HGNC:6015	1
HGNC:9235	HGNC:6024	1
HGNC:9236	HGNC:13799	1
HGNC:9236	HGNC:1727	1
HGNC:9236	HGNC:8156	1
HGNC:9237	HGNC:1368	-1
HGNC:9237	HGNC:31710	1
HGNC:9237	HGNC:8466	1
HGNC:9237	HGNC:11289	1
HGNC:30022	HGNC:6270	-1
HGNC:9277	HGNC:33257	-1
HGNC:9277	HGNC:4396	1
HGNC:29413	HGNC:5438	1
HGNC:9287	HGNC:12863	1
HGNC:9299	HGNC:12680	1
HGNC:9299	HGNC:1133	1
HGNC:9314	UMLS:C3280452	-1
HGNC:9314	HGNC:9066	1
HGNC:9314	UMLS:C0342907	1
HGNC:9314	HGNC:17011	-1
HGNC:9317	HGNC:124	1
HGNC:20219	HGNC:9413	1
HGNC:20219	HGNC:6125	1
HGNC:29267	HGNC:8031	1
HGNC:30025	UMLS:C1527249	1
HGNC:9346	HGNC:7211	1
HGNC:9376	HGNC:6859	1
HGNC:9379	HGNC:8781	-1
HGNC:9380	HGNC:4405	-1
HGNC:9380	HGNC:8979	1
HGNC:9380	HGNC:9173	1
HGNC:9393	UMLS:C3280428	-1
HGNC:9393	HGNC:8368	1
HGNC:9393	HGNC:9864	1
HGNC:9393	HGNC:609	1
HGNC:9393	HGNC:12862	1
HGNC:9395	HGNC:29182	1
HGNC:9395	UMLS:C0687720	1
HGNC:9399	HGNC:42	1
HGNC:9399	HGNC:16267	1
HGNC:9401	UMLS:C3280073	1
HGNC:9412	UMLS:C0457013	-1
HGNC:9412	HGNC:7590	1
HGNC:9412	HGNC:20964	1
HGNC:9412	HGNC:11809	1
HGNC:9407	HGNC:2345	1
HGNC:9407	HGNC:11195	1
HGNC:9413	HGNC:15249	-1
HGNC:9413	UMLS:C0272339	-1
HGNC:9414	HGNC:6107	-1
HGNC:9414	HGNC:6139	-1
HGNC:9416	HGNC:12716	1
HGNC:8607	HGNC:391	1
HGNC:8607	HGNC:9857	1
HGNC:8607	HGNC:6125	1
HGNC:9438	HGNC:15917	1
HGNC:9445	HGNC:14807	1
HGNC:9445	HGNC:8977	1
HGNC:9445	HGNC:16039	1
HGNC:9446	HGNC:20766	1
HGNC:9446	HGNC:9052	1
HGNC:9446	HGNC:6027	1
HGNC:9446	HGNC:3585	1
HGNC:9446	HGNC:4594	1
HGNC:9446	HGNC:8980	1
HGNC:9446	HGNC:2170	1
HGNC:9449	HGNC:10020	1
HGNC:9459	HGNC:7809	-1
HGNC:30100	HGNC:8804	-1
HGNC:30100	HGNC:1952	-1
HGNC:30100	HGNC:3389	1
HGNC:9585	HGNC:4383	-1
HGNC:9585	UMLS:C4048195	1
HGNC:9588	HGNC:28521	-1
HGNC:9588	HGNC:19596	1
HGNC:23734	HGNC:242	1
HGNC:23734	HGNC:9311	1
HGNC:23734	HGNC:6873	1
HGNC:23734	HGNC:435	1
HGNC:9606	HGNC:9390	1
HGNC:9606	HGNC:15741	-1
HGNC:9606	HGNC:15349	-1
HGNC:9608	HGNC:24787	1
HGNC:9608	HGNC:5440	1
HGNC:9607	UMLS:C0751396	1
HGNC:9607	HGNC:2721	1
HGNC:9611	HGNC:8590	1
HGNC:9611	HGNC:4388	1
HGNC:9611	HGNC:10593	1
HGNC:9611	HGNC:6886	1
HGNC:9612	HGNC:1833	1
HGNC:9612	HGNC:4263	-1
HGNC:9642	HGNC:1951	-1
HGNC:9642	HGNC:5433	1
HGNC:9644	HGNC:132	1
HGNC:9644	HGNC:277	1
HGNC:9644	HGNC:10773	1
HGNC:9644	HGNC:6339	1
HGNC:9644	HGNC:11071	-1
HGNC:9650	HGNC:1058	-1
HGNC:9658	HGNC:15215	1
HGNC:9658	HGNC:4400	-1
HGNC:9683	HGNC:5173	1
HGNC:16608	HGNC:10832	1
HGNC:16608	HGNC:11119	1
HGNC:16608	HGNC:1960	1
HGNC:16608	HGNC:6857	1
HGNC:Q9R8E4	HGNC:15168	1
HGNC:9766	HGNC:6024	1
HGNC:9766	HGNC:16987	1
HGNC:9766	UMLS:C0023467	1
HGNC:9766	HGNC:6001	1
HGNC:9766	HGNC:6153	1
HGNC:9766	HGNC:1097	1
HGNC:9766	HGNC:13584	1
HGNC:9766	HGNC:14458	1
HGNC:9766	HGNC:8981	1
HGNC:9766	HGNC:2726	1
HGNC:9766	HGNC:16235	1
HGNC:9767	HGNC:4410	1
HGNC:9767	HGNC:6205	1
HGNC:9767	HGNC:9408	1
HGNC:9767	HGNC:8756	1
HGNC:9767	HGNC:24174	1
HGNC:9767	HGNC:6069	1
HGNC:9767	HGNC:2976	1
HGNC:9788	HGNC:2384	1
HGNC:9801	HGNC:5299	1
HGNC:9801	UMLS:C1140680	1
HGNC:9801	HGNC:1034	1
HGNC:9801	HGNC:6139	1
HGNC:9801	HGNC:9956	1
HGNC:9801	HGNC:16027	1
HGNC:9801	HGNC:2910	1
HGNC:9802	UMLS:C1850155	1
HGNC:9817	UMLS:C1865926	1
HGNC:9817	HGNC:11517	1
HGNC:9829	HGNC:8799	1
HGNC:9829	HGNC:10521	1
HGNC:9829	HGNC:3690	1
HGNC:9839	HGNC:5173	1
HGNC:9839	HGNC:4392	1
HGNC:9839	HGNC:12836	1
HGNC:17770	UMLS:C1861732	1
HGNC:9855	HGNC:6334	1
HGNC:9855	HGNC:15174	1
HGNC:9855	HGNC:7553	1
HGNC:9857	HGNC:5434	1
HGNC:9857	HGNC:14131	1
HGNC:9857	HGNC:6342	1
HGNC:9857	HGNC:13291	-1
HGNC:9858	HGNC:5361	1
HGNC:4568	HGNC:11920	1
HGNC:4568	HGNC:16856	1
HGNC:9864	HGNC:6853	-1
HGNC:9864	HGNC:4388	1
HGNC:9865	HGNC:16700	1
HGNC:9866	HGNC:1071	1
HGNC:24246	HGNC:587	-1
HGNC:9882	HGNC:791	1
HGNC:9890	HGNC:2198	1
HGNC:9894	HGNC:12784	1
HGNC:9894	HGNC:9059	1
HGNC:9894	HGNC:6153	1
HGNC:30358	HGNC:7692	1
HGNC:9922	HGNC:1318	1
HGNC:5724	HGNC:3708	1
HGNC:5724	HGNC:1391	1
HGNC:5724	UMLS:C0035334	1
HGNC:5724	HGNC:784	1
HGNC:9951	HGNC:4385	1
HGNC:9954	HGNC:10411	1
HGNC:9954	UMLS:C4225372	1
HGNC:9954	HGNC:6875	1
HGNC:9954	HGNC:4396	1
HGNC:9955	HGNC:1700	1
HGNC:9955	HGNC:7695	1
HGNC:9955	HGNC:6027	1
HGNC:9956	HGNC:14758	1
HGNC:9966	HGNC:6876	1
HGNC:9997	HGNC:1950	1
HGNC:10011	HGNC:2362	1
HGNC:10012	HGNC:4405	1
HGNC:10012	HGNC:2435	1
HGNC:10012	HGNC:4706	1
HGNC:10012	HGNC:6847	1
HGNC:10012	HGNC:6407	1
HGNC:667	HGNC:4600	1
HGNC:667	HGNC:8607	1
HGNC:18756	HGNC:4566	-1
HGNC:26686	HGNC:7835	1
HGNC:10019	HGNC:7939	1
HGNC:10019	HGNC:9377	-1
HGNC:21390	HGNC:9604	1
HGNC:10048	UMLS:C3810053	1
HGNC:13432	HGNC:3040	-1
HGNC:21698	HGNC:1228	-1
HGNC:21698	HGNC:4042	-1
HGNC:18401	HGNC:14467	1
HGNC:18401	HGNC:2726	1
HGNC:17985	HGNC:9871	1
HGNC:10252	UMLS:C4014588	-1
HGNC:10252	UMLS:C0206115	1
HGNC:10252	HGNC:14894	1
HGNC:30329	HGNC:28990	1
HGNC:30329	HGNC:392	1
HGNC:10402	HGNC:6875	1
HGNC:10430	HGNC:1509	1
HGNC:10430	UMLS:C0005695	1
HGNC:10431	HGNC:245	1
HGNC:10434	HGNC:11362	1
HGNC:10434	HGNC:4584	1
HGNC:10434	HGNC:13045	1
HGNC:10447	HGNC:5980	1
HGNC:10447	HGNC:592	1
HGNC:10447	HGNC:5291	1
HGNC:17296	HGNC:6529	1
HGNC:10472	HGNC:4404	1
HGNC:10472	HGNC:602	1
HGNC:10472	HGNC:6877	1
HGNC:10472	HGNC:17104	1
HGNC:10472	HGNC:3689	1
HGNC:10473	HGNC:6843	1
HGNC:10474	HGNC:6852	1
HGNC:10477	HGNC:4390	1
HGNC:10477	HGNC:26305	1
HGNC:3165	HGNC:1607	1
HGNC:10528	HGNC:14131	-1
HGNC:17074	HGNC:6348	1
HGNC:21637	HGNC:9193	1
HGNC:10784	HGNC:2593	1
HGNC:10784	HGNC:7327	-1
HGNC:10588	HGNC:15517	1
HGNC:10720	HGNC:9253	1
HGNC:10722	HGNC:12643	1
HGNC:10722	HGNC:1380	1
HGNC:10722	UMLS:C2931418	1
HGNC:10738	HGNC:8154	1
HGNC:1228	HGNC:12698	1
HGNC:1228	HGNC:7978	1
HGNC:1228	HGNC:9071	1
HGNC:1228	HGNC:6204	1
HGNC:1228	HGNC:3023	1
HGNC:10799	HGNC:93	1
HGNC:10833	HGNC:4852	1
HGNC:17650	UMLS:C0271568	1
HGNC:10840	HGNC:6848	1
HGNC:10840	UMLS:C1838702	1
HGNC:10840	HGNC:5010	1
HGNC:10840	HGNC:4655	1
HGNC:10840	HGNC:30907	1
HGNC:10848	HGNC:1835	-1
HGNC:10848	HGNC:13806	1
HGNC:10848	HGNC:19628	-1
HGNC:10848	HGNC:15713	1
HGNC:10848	HGNC:10483	1
HGNC:10848	HGNC:2050	1
HGNC:10848	HGNC:6973	1
HGNC:10848	HGNC:20582	1
HGNC:10848	HGNC:8795	1
HGNC:10848	HGNC:8780	1
HGNC:10848	HGNC:14131	1
HGNC:10848	HGNC:6694	1
HGNC:10848	HGNC:7873	1
HGNC:10857	HGNC:16767	-1
HGNC:30575	HGNC:4410	-1
HGNC:30575	HGNC:31304	-1
HGNC:14929	HGNC:14854	1
HGNC:14929	HGNC:13626	1
HGNC:14931	HGNC:6770	1
HGNC:14931	HGNC:8803	1
HGNC:14934	HGNC:9812	-1
HGNC:14934	HGNC:4400	-1
HGNC:10890	HGNC:4075	1
HGNC:10943	HGNC:3236	1
HGNC:11048	HGNC:12841	-1
HGNC:11050	HGNC:3026	1
HGNC:11065	HGNC:3703	1
HGNC:11065	HGNC:4384	1
HGNC:11065	HGNC:4931	1
HGNC:11065	HGNC:1603	1
HGNC:11071	HGNC:4396	1
HGNC:11086	HGNC:13867	1
HGNC:6767	HGNC:9611	1
HGNC:6767	HGNC:7744	1
HGNC:6767	HGNC:8975	1
HGNC:6767	HGNC:8343	1
HGNC:6767	HGNC:Q9R8E4	-1
HGNC:6768	HGNC:6407	1
HGNC:6768	HGNC:8068	1
HGNC:6768	HGNC:16608	1
HGNC:6768	HGNC:10019	1
HGNC:6768	HGNC:132	1
HGNC:6768	HGNC:11930	1
HGNC:6768	HGNC:14626	-1
HGNC:6768	HGNC:12658	1
HGNC:6768	HGNC:8979	1
HGNC:6768	HGNC:3267	1
HGNC:6768	HGNC:8781	-1
HGNC:6768	HGNC:5182	-1
HGNC:6769	HGNC:4038	1
HGNC:6769	HGNC:20766	1
HGNC:6769	HGNC:13090	1
HGNC:6770	HGNC:804	-1
HGNC:6770	HGNC:7795	1
HGNC:6770	HGNC:6017	1
HGNC:6770	HGNC:8512	1
HGNC:6770	HGNC:9377	-1
HGNC:6772	HGNC:33115	-1
HGNC:6772	HGNC:21719	1
HGNC:6773	HGNC:7895	1
HGNC:11097	HGNC:9300	-1
HGNC:11098	HGNC:10484	1
HGNC:11100	HGNC:6872	1
HGNC:11100	HGNC:6014	1
HGNC:11119	HGNC:4042	1
HGNC:20323	HGNC:6003	1
HGNC:20323	HGNC:19612	1
HGNC:20323	HGNC:16028	-1
HGNC:16807	HGNC:11363	1
HGNC:20986	HGNC:5432	1
HGNC:11128	HGNC:8467	1
HGNC:11128	HGNC:11283	1
HGNC:11128	HGNC:12917	-1
HGNC:11094	HGNC:4385	1
HGNC:11094	HGNC:15391	1
HGNC:11094	HGNC:16147	1
HGNC:11164	HGNC:1784	-1
HGNC:19383	HGNC:6136	1
HGNC:19383	HGNC:4396	1
HGNC:19391	HGNC:12475	1
HGNC:19391	HGNC:33772	1
HGNC:19391	HGNC:5992	1
HGNC:11179	HGNC:5465	1
HGNC:11187	HGNC:15036	1
HGNC:11187	HGNC:9065	1
HGNC:11187	HGNC:11592	1
HGNC:11187	HGNC:5433	1
HGNC:11187	HGNC:3655	1
HGNC:11187	HGNC:8783	-1
HGNC:21748	HGNC:3690	1
HGNC:11190	HGNC:4388	1
HGNC:11190	HGNC:2160	1
HGNC:11190	HGNC:11430	1
HGNC:11190	HGNC:9829	1
HGNC:11190	HGNC:4604	1
HGNC:11190	HGNC:4586	1
HGNC:11190	HGNC:5964	1
HGNC:11190	HGNC:6846	1
HGNC:11190	HGNC:13761	1
HGNC:11190	HGNC:7660	1
HGNC:11190	HGNC:1610	1
HGNC:11190	HGNC:6407	1
HGNC:11190	HGNC:8294	1
HGNC:11195	HGNC:5289	1
HGNC:11195	UMLS:C1866095	1
HGNC:11195	HGNC:9459	1
HGNC:11195	HGNC:16469	1
HGNC:11195	HGNC:16049	1
HGNC:11195	UMLS:C0005684	-1
HGNC:11195	HGNC:20636	1
HGNC:11201	HGNC:25829	1
HGNC:11201	HGNC:667	1
HGNC:11201	HGNC:4616	1
HGNC:11201	HGNC:6305	1
HGNC:11201	HGNC:6003	-1
HGNC:18196	HGNC:15100	1
HGNC:18196	HGNC:1548	1
HGNC:18196	HGNC:7670	1
HGNC:11204	HGNC:20808	1
HGNC:11204	HGNC:6181	1
HGNC:11204	UMLS:C0024301	1
HGNC:11204	HGNC:3331	1
HGNC:11204	HGNC:29991	1
HGNC:11204	UMLS:C0035334	1
HGNC:11204	HGNC:18130	1
HGNC:11205	HGNC:15027	1
HGNC:11205	HGNC:1784	1
HGNC:11205	HGNC:817	1
HGNC:11205	HGNC:10661	1
HGNC:11205	HGNC:4389	1
HGNC:11205	HGNC:6842	1
HGNC:11205	HGNC:4593	1
HGNC:11205	HGNC:14825	-1
HGNC:11205	HGNC:11578	1
HGNC:11205	HGNC:6877	1
HGNC:11205	HGNC:6876	1
HGNC:17321	HGNC:4498	1
HGNC:17321	HGNC:7579	1
HGNC:11255	HGNC:6008	-1
HGNC:20249	HGNC:8804	-1
HGNC:20249	HGNC:11105	-1
HGNC:11283	HGNC:22408	1
HGNC:11283	HGNC:4433	1
HGNC:11283	HGNC:6840	1
HGNC:11283	HGNC:6003	1
HGNC:11283	HGNC:816	1
HGNC:11283	HGNC:17380	1
HGNC:11283	HGNC:9761	1
HGNC:11289	HGNC:11793	1
HGNC:11289	HGNC:29826	1
HGNC:11291	HGNC:9588	1
HGNC:11291	HGNC:8803	1
HGNC:11291	UMLS:C0268468	1
HGNC:11291	HGNC:27023	1
HGNC:11329	HGNC:2978	1
HGNC:11362	HGNC:13089	1
HGNC:11362	HGNC:2561	1
HGNC:11364	HGNC:1012	1
HGNC:11364	HGNC:277	1
HGNC:11364	HGNC:6204	1
HGNC:11364	HGNC:648	1
HGNC:11364	HGNC:6526	1
HGNC:11364	HGNC:4390	-1
HGNC:11364	HGNC:239	1
HGNC:11364	HGNC:6614	1
HGNC:11364	HGNC:13110	1
HGNC:11364	HGNC:14943	1
HGNC:11364	HGNC:12336	1
HGNC:11364	HGNC:6001	1
HGNC:11364	HGNC:20731	1
HGNC:11364	HGNC:3629	1
HGNC:11364	HGNC:9404	1
HGNC:11364	HGNC:20669	1
HGNC:11364	HGNC:1605	1
HGNC:11366	HGNC:8872	1
HGNC:11366	HGNC:8503	1
HGNC:11366	HGNC:8997	1
HGNC:11367	HGNC:6255	1
HGNC:11367	HGNC:10436	1
HGNC:11367	HGNC:2989	1
HGNC:11367	HGNC:7685	1
HGNC:11368	HGNC:9059	1
HGNC:11368	HGNC:14131	1
HGNC:11368	HGNC:11296	1
HGNC:11389	HGNC:16039	1
HGNC:11427	HGNC:7884	1
HGNC:11444	HGNC:10812	-1
HGNC:11444	HGNC:704	1
HGNC:17084	UMLS:C0268579	1
HGNC:18157	HGNC:9462	1
HGNC:18157	HGNC:11363	1
HGNC:11528	HGNC:1037	1
HGNC:11533	HGNC:2494	1
HGNC:11533	HGNC:5432	1
HGNC:29259	HGNC:14693	-1
HGNC:23609	HGNC:12555	-1
HGNC:11592	HGNC:16712	1
HGNC:11592	UMLS:C4225262	1
HGNC:11592	HGNC:11619	1
HGNC:11592	HGNC:1963	1
HGNC:11592	HGNC:7562	1
HGNC:11596	HGNC:6193	-1
HGNC:11597	HGNC:5215	1
HGNC:11598	HGNC:4407	-1
HGNC:11598	HGNC:6001	1
HGNC:11605	HGNC:1151	1
HGNC:11605	HGNC:23181	-1
HGNC:11605	HGNC:30882	1
HGNC:11605	UMLS:C4014531	1
HGNC:11605	HGNC:1077	1
HGNC:11610	HGNC:12680	1
HGNC:11634	HGNC:7553	-1
HGNC:11634	HGNC:12801	1
HGNC:11640	HGNC:3373	1
HGNC:11647	HGNC:280	-1
HGNC:17768	HGNC:6000	1
HGNC:11717	UMLS:C1838601	-1
HGNC:11732	HGNC:5344	-1
HGNC:11732	HGNC:610	1
HGNC:11740	HGNC:8043	1
HGNC:11742	HGNC:21667	1
HGNC:11742	HGNC:8976	1
HGNC:11742	HGNC:16767	1
HGNC:11742	HGNC:9893	1
HGNC:11742	HGNC:1406	1
HGNC:11742	HGNC:1449	1
HGNC:11752	HGNC:6016	1
HGNC:11766	HGNC:1610	1
HGNC:11766	HGNC:11741	1
HGNC:11766	HGNC:7579	1
HGNC:11766	HGNC:5439	1
HGNC:11766	HGNC:15979	1
HGNC:11766	HGNC:1390	1
HGNC:11766	HGNC:11195	1
HGNC:11766	HGNC:3767	-1
HGNC:11767	HGNC:6873	-1
HGNC:11768	HGNC:7227	1
HGNC:11768	HGNC:14310	1
HGNC:11769	HGNC:6024	1
HGNC:11769	HGNC:1685	1
HGNC:11772	HGNC:4410	1
HGNC:11772	HGNC:4388	1
HGNC:11773	HGNC:17173	1
HGNC:11782	HGNC:6006	1
HGNC:11785	HGNC:31293	1
HGNC:11796	HGNC:15009	1
HGNC:11796	HGNC:2773	1
HGNC:11796	HGNC:15339	1
HGNC:11796	HGNC:4396	1
HGNC:11796	HGNC:11724	1
HGNC:18348	HGNC:3691	-1
HGNC:11821	HGNC:18856	-1
HGNC:11839	HGNC:4396	1
HGNC:11849	HGNC:25133	1
HGNC:11850	HGNC:7809	-1
HGNC:24253	UMLS:C1842398	1
HGNC:11878	HGNC:9820	-1
HGNC:16517	HGNC:5965	1
HGNC:5318	HGNC:8809	1
HGNC:11892	UMLS:C0476089	-1
HGNC:11892	HGNC:8763	1
HGNC:11892	HGNC:19620	1
HGNC:11892	HGNC:959	1
HGNC:11892	HGNC:15217	1
HGNC:11892	HGNC:9944	1
HGNC:11892	HGNC:7553	1
HGNC:11892	HGNC:19060	1
HGNC:11892	HGNC:7872	1
HGNC:11892	HGNC:10363	-1
HGNC:11892	HGNC:9644	1
HGNC:11892	HGNC:1391	-1
HGNC:11892	HGNC:264	1
HGNC:11892	HGNC:678	1
HGNC:11892	HGNC:4388	1
HGNC:11908	UMLS:C0010278	1
HGNC:11908	HGNC:18854	1
HGNC:11908	HGNC:6407	1
HGNC:11908	UMLS:C0021390	1
HGNC:11908	HGNC:10894	1
HGNC:11908	HGNC:18181	-1
HGNC:11909	HGNC:5962	1
HGNC:11916	HGNC:6840	1
HGNC:11916	UMLS:C4225306	1
HGNC:11925	HGNC:1582	1
HGNC:11925	HGNC:6024	1
HGNC:19297	HGNC:18855	1
HGNC:11976	HGNC:9352	1
HGNC:16476	HGNC:2453	1
HGNC:16476	HGNC:4382	1
HGNC:11989	HGNC:31287	1
HGNC:11998	HGNC:2561	1
HGNC:11998	HGNC:7652	1
HGNC:11998	UMLS:C0431375	1
HGNC:11998	HGNC:8632	1
HGNC:11998	HGNC:8033	1
HGNC:11998	HGNC:29353	1
HGNC:11998	HGNC:4319	1
HGNC:11998	HGNC:8978	1
HGNC:11998	HGNC:675	1
HGNC:11998	HGNC:11406	1
HGNC:11998	HGNC:1769	1
HGNC:11998	HGNC:28958	-1
HGNC:11998	UMLS:C0024121	1
HGNC:11998	UMLS:C3151610	1
HGNC:11998	HGNC:6110	1
HGNC:29984	HGNC:20766	1
HGNC:11999	HGNC:11071	1
HGNC:11999	HGNC:7553	1
HGNC:15979	HGNC:238	1
HGNC:15979	HGNC:4388	-1
HGNC:15979	HGNC:1397	1
HGNC:1249	HGNC:8507	1
HGNC:12030	HGNC:31266	1
HGNC:12032	HGNC:7111	1
HGNC:1343	HGNC:15180	1
HGNC:12036	HGNC:5965	1
HGNC:12036	HGNC:240	1
HGNC:12036	HGNC:29555	1
HGNC:12036	HGNC:4040	-1
HGNC:24808	HGNC:3236	-1
HGNC:24808	UMLS:C1836706	1
HGNC:12298	HGNC:1974	1
HGNC:16384	HGNC:16061	-1
HGNC:16290	HGNC:9378	-1
HGNC:32669	HGNC:3114	1
HGNC:12303	HGNC:4651	1
HGNC:12303	HGNC:8872	1
HGNC:12333	HGNC:20692	1
HGNC:12347	HGNC:13869	1
HGNC:12363	HGNC:14065	1
HGNC:19140	HGNC:6376	1
HGNC:20267	HGNC:8981	1
HGNC:12428	HGNC:9410	1
HGNC:12435	HGNC:800	1
HGNC:12435	HGNC:1460	1
HGNC:12440	HGNC:959	1
HGNC:12440	HGNC:11441	1
HGNC:12449	HGNC:7849	1
HGNC:12449	HGNC:5322	1
HGNC:12449	HGNC:29821	1
HGNC:12449	HGNC:3942	1
HGNC:12449	HGNC:15308	1
HGNC:12496	HGNC:15312	1
HGNC:12513	HGNC:703	1
HGNC:19678	HGNC:24174	-1
HGNC:12556	HGNC:4407	-1
HGNC:12630	HGNC:2150	-1
HGNC:12630	HGNC:13432	1
HGNC:12658	HGNC:23720	1
HGNC:12658	HGNC:2436	-1
HGNC:12679	HGNC:1442	1
HGNC:12679	HGNC:6637	1
HGNC:12679	HGNC:8270	1
HGNC:12679	HGNC:8172	1
HGNC:IPR000072	HGNC:9379	1
HGNC:IPR000072	HGNC:5977	1
HGNC:IPR000072	HGNC:30038	1
HGNC:12680	HGNC:2932	1
HGNC:17032	HGNC:15741	1
HGNC:12731	HGNC:4407	1
HGNC:12731	HGNC:23366	1
HGNC:12774	HGNC:10632	-1
HGNC:12774	HGNC:9020	-1
HGNC:12774	HGNC:29	1
HGNC:12774	HGNC:3068	1
HGNC:12774	HGNC:30394	1
HGNC:12774	HGNC:7045	1
HGNC:12774	HGNC:11989	1
HGNC:12775	HGNC:281	1
HGNC:12782	HGNC:17967	1
HGNC:15983	HGNC:5301	1
HGNC:15983	HGNC:14131	1
HGNC:15983	UMLS:C0749420	1
HGNC:12783	HGNC:8247	-1
HGNC:30932	UMLS:C0016751	-1
HGNC:592	HGNC:4388	1
HGNC:12856	HGNC:14065	1
HGNC:12858	HGNC:9600	1
HGNC:12858	UMLS:C0079541	1
HGNC:12858	HGNC:24274	1
HGNC:12858	HGNC:6858	1
HGNC:12858	HGNC:6006	1
HGNC:12858	HGNC:26063	1
HGNC:16682	HGNC:9387	1
HGNC:12872	HGNC:1399	1
HGNC:12872	HGNC:5972	1
HGNC:12872	HGNC:9446	1
HGNC:16762	HGNC:1232	1
HGNC:31488	UMLS:C0338503	-1
HGNC:35278	HGNC:11769	-1
HGNC:31525	HGNC:6584	-1
HGNC:31638	HGNC:4388	1
HGNC:28964	HGNC:48	-1
HGNC:33510	HGNC:7666	1
HGNC:14575	HGNC:6621	-1
HGNC:14575	HGNC:6006	-1
HGNC:31496	HGNC:6881	-1
HGNC:31537	HGNC:7652	-1
HGNC:31571	HGNC:11510	-1
HGNC:31597	HGNC:7098	-1
HGNC:31606	HGNC:3488	-1
HGNC:31612	HGNC:7029	-1
HGNC:32018	HGNC:11719	-1
HGNC:32018	HGNC:795	-1
HGNC:32018	HGNC:29605	1
HGNC:41875	HGNC:435	-1
HGNC:31868	HGNC:20637	-1
HGNC:32055	HGNC:1390	1
HGNC:32794	HGNC:21156	1
HGNC:9709	HGNC:12485	1
HGNC:9709	HGNC:1397	1
HGNC:37126	HGNC:601	1
HGNC:11320	HGNC:8276	1
HGNC:25829	HGNC:5432	1
HGNC:122	HGNC:3582	1
HGNC:195	HGNC:6842	1
HGNC:217	HGNC:1582	1
HGNC:7137	HGNC:17772	1
HGNC:16921	HGNC:11289	1
HGNC:878	HGNC:24342	1
HGNC:17911	HGNC:3796	-1
HGNC:537	HGNC:4067	1
HGNC:17357	HGNC:29814	1
HGNC:15590	HGNC:1504	-1
HGNC:15590	HGNC:4312	1
HGNC:33499	HGNC:4388	1
HGNC:1058	HGNC:12780	1
HGNC:14211	HGNC:28985	1
HGNC:1470	HGNC:6846	1
HGNC:23393	HGNC:16768	1
HGNC:15961	HGNC:15588	1
HGNC:15961	HGNC:17290	1
HGNC:2500	HGNC:9060	-1
HGNC:19437	HGNC:4474	1
HGNC:1677	HGNC:6267	1
HGNC:1764	HGNC:4680	1
HGNC:2069	HGNC:4388	1
HGNC:2092	HGNC:11188	1
HGNC:14281	HGNC:286	1
HGNC:14281	HGNC:13017	1
HGNC:14281	HGNC:11366	1
HGNC:14281	HGNC:6407	1
HGNC:2432	HGNC:708	1
HGNC:2436	HGNC:8981	1
HGNC:2436	HGNC:23786	1
HGNC:2436	HGNC:19100	1
HGNC:2436	HGNC:25523	1
HGNC:2457	HGNC:9876	1
HGNC:2475	HGNC:7227	1
HGNC:26238	HGNC:3086	1
HGNC:2728	HGNC:3686	-1
HGNC:2989	HGNC:23987	1
HGNC:2989	HGNC:6026	1
HGNC:2990	UMLS:C0006142	1
HGNC:2990	HGNC:4882	1
HGNC:2990	HGNC:1405	1
HGNC:2991	HGNC:4404	1
HGNC:3086	HGNC:12003	1
HGNC:3086	UMLS:C0023481	1
HGNC:3212	HGNC:4396	1
HGNC:3446	HGNC:2170	1
HGNC:12691	HGNC:8977	-1
HGNC:3597	HGNC:3811	1
HGNC:3655	HGNC:4388	1
HGNC:3655	HGNC:4553	1
HGNC:3655	HGNC:4385	1
HGNC:3703	HGNC:6827	-1
HGNC:21015	HGNC:936	1
HGNC:3755	HGNC:17157	1
HGNC:3755	HGNC:9495	1
HGNC:3944	HGNC:32669	1
HGNC:16970	HGNC:15296	1
HGNC:4196	HGNC:6047	1
HGNC:4196	UMLS:C1864869	1
HGNC:1226	UMLS:C2677092	1
HGNC:4449	HGNC:18181	-1
HGNC:13310	HGNC:2435	1
HGNC:4564	HGNC:7553	1
HGNC:4564	HGNC:12681	1
HGNC:5224	HGNC:4620	1
HGNC:5362	HGNC:1951	1
HGNC:5362	HGNC:7217	1
HGNC:6009	HGNC:14131	1
HGNC:6009	HGNC:6148	1
HGNC:6009	HGNC:19818	1
HGNC:6009	HGNC:6010	1
HGNC:6015	HGNC:15027	1
HGNC:6015	HGNC:26416	1
HGNC:6015	HGNC:18634	1
HGNC:6017	HGNC:3192	-1
HGNC:26460	HGNC:10500	-1
HGNC:20184	HGNC:3368	1
HGNC:6341	HGNC:9032	1
HGNC:6344	UMLS:C4479476	1
HGNC:11811	HGNC:9300	1
HGNC:12749	HGNC:24217	1
HGNC:12749	HGNC:11786	1
HGNC:15449	HGNC:391	1
HGNC:15449	HGNC:8162	1
HGNC:6594	HGNC:5332454	-1
HGNC:6594	HGNC:30322	-1
HGNC:21205	UMLS:C0751122	1
HGNC:6796	HGNC:1461	1
HGNC:6954	HGNC:1401	1
HGNC:6954	HGNC:4385	1
HGNC:19888	HGNC:8779	1
HGNC:7325	HGNC:4318	1
HGNC:17940	HGNC:10909	1
HGNC:7579	HGNC:17383	1
HGNC:7626	HGNC:2348	-1
HGNC:17194	HGNC:7414	1
HGNC:7727	HGNC:144	1
